"","geo_name","output","employees","investments","year","t"
"562","Slovakia",3715.4,56.68,2031.8,2016,22
"563","Portugal",8424.4,94.9,4939.4,2013,19
"564","Hungary",3172664,129.38,1697981,2017,23
"565","Luxembourg",482.7,1.29,332.7,2014,20
"566","Germany",57644,322,32245,2011,17
"567","Portugal",7781.6,90.6,4540.1,2011,17
"568","Greece",12178.8,112.3,5822.8,2012,18
"569","Ireland",5579,21.91,4633.2,2009,15
"570","Finland",7621,30.3,4161,2006,12
"571","Latvia",1446.1,45.79,888.3,2006,12
"572","Greece",12209.4,109.8,5693.5,2010,16
"573","Italy",52672.8,374.1,19753.8,2003,9
"574","United States",243600,1312502.00000001,144700,2000,6
"575","Finland",7610,31.2,3832,2004,10
"576","Sweden",129116,32,82702,1997,3
"577","Italy",51773.7,421.1,19295.1,2001,7
"578","Cyprus",755.3,5.88,420.1,2015,21
"579","Malta",164.7,0.78,80.2,1998,4
"580","Malta",337.5,1.11,268.6,2019,25
"581","France",69335.8,396.7,40963.9,1996,2
"582","Belgium",7372.7,16.2,4357.7,2000,6
"583","Cyprus",739.8,5.52,372.4,2013,19
"584","Italy",59405.5,443.7,27207.4,2020,26
"585","Malta",371.6,0.93,286.9,2017,23
"586","Denmark",67573.8,41.3,37669.9,1997,3
"587","Sweden",162191,41,112582,2014,20
"588","Netherlands",29650,101,19164,2011,17
"589","Spain",37936,413,14909,1998,4
"590","Japan",12452177,613511.703125,6581305,2012,18
"591","Denmark",76225.5,41.2,56706.7,2016,22
"592","Croatia",3542,31.56,1761.2,2009,15
"593","Netherlands",26557,104,16689,2009,15
"594","Lithuania",2132.3,47.96,1202.8,2006,12
"595","Slovenia",1383.6,7,728.9,2006,12
"596","Croatia",3437.9,32.52,1841.4,2007,13
"597","Slovakia",2274.1,117.33,1772.2,2000,6
"598","Germany",59282,356,33786,2018,24
"599","Poland",74690,200.3,48579,2001,7
"600","Portugal",6847.6,107,2573.8,1995,1
"601","Hungary",1560679,202.02,925822,1999,5
"602","Cyprus",762.7,5.25,332.1,2003,9
"603","Portugal",8840,100.3,5257.1,2016,22
"604","Poland",157045,188.5,96355,2020,26
"605","Luxembourg",450.9,1.44,314.5,2017,23
"606","Slovakia",3726.2,56.51,2156,2017,23
"607","Portugal",8536.3,98.7,5113.1,2014,20
"608","Hungary",3334883,125.56,1822851,2018,24
"609","Luxembourg",427.1,1.34,306,2015,21
"610","Germany",59152,330,33639,2012,18
"611","Portugal",8075.3,93.6,4839.3,2012,18
"612","Greece",12110.3,110.9,6140.8,2013,19
"613","Ireland",6211.3,24.47,4613.3,2010,16
"614","Finland",8941,30.6,4488,2007,13
"615","Latvia",1900.6,33.74,1157.7,2007,13
"616","Greece",12174,110.2,5944,2011,17
"617","Italy",54946.4,391.4,20810.8,2004,10
"618","United States",251400,1280421.00000001,150600,2001,7
"619","Finland",7773,30.5,4021,2005,11
"620","Sweden",127538,32,81811,1998,4
"621","Italy",51574.8,416.3,19512.3,2002,8
"622","Cyprus",778.2,6.18,370.6,2016,22
"623","Malta",166.1,0.78,83.6,1999,5
"624","Malta",324.5,1.18,220.1,2020,26
"625","France",70631,409,42058.9,1997,3
"626","Belgium",7509.7,16.5,4577.3,2001,7
"627","Cyprus",712.5,5.45,389.9,2014,20
"628","Italy",63662.8,441.8,29882.4,2021,27
"629","Malta",420.7,1.02,335.7,2018,24
"630","Denmark",61603.4,40.53,36439.5,1998,4
"631","Sweden",163655,41,108520,2015,21
"632","Netherlands",30948,100,19778,2012,18
"633","Spain",37425,408.1,14727,1999,5
"634","Japan",12698807,619556.23046875,7023452,2013,19
"635","Denmark",85665.7,42.67,58080,2017,23
"636","Croatia",3439.3,29.76,1818,2010,16
"637","Netherlands",28817,102,17321,2010,16
"638","Lithuania",2503.9,46.39,1495.7,2007,13
"639","Slovenia",1567.7,6.57,857.5,2007,13
"640","Croatia",3689.8,33.26,1883.1,2008,14
"641","Slovakia",2237.6,111.36,1556.5,2001,7
"642","Germany",64360,359,34890,2019,25
"643","Poland",69497,205,46607,2002,8
"644","Portugal",7198.9,102.1,2867.5,1996,2
"645","Hungary",1679344,182.57,1003558,2000,6
"646","Cyprus",776.1,5.6,348.9,2004,10
"647","Portugal",9300.1,97.9,5460.9,2017,23
"648","Poland",168157,135.6,108392,2021,27
"649","Luxembourg",457.5,1.5,316.4,2018,24
"650","Slovakia",4061.8,56.49,2247.9,2018,24
"651","Belgium",10230.9,21.4,7214,2012,18
"652","Hungary",3514341,124.82,1920295,2019,25
"653","Greece",12271.4,146.5,6238.8,2016,22
"654","Germany",61595,335,35019,2013,19
"655","Ireland",8146.5,27.62,6189.4,2013,19
"656","Belgium",8968.6,20.2,6190.2,2010,16
"657","Greece",12244.8,126.4,6023.4,2014,20
"658","Ireland",7693.2,26.38,5607.4,2011,17
"659","Finland",8658,29.9,4374,2008,14
"660","Latvia",1921.1,34.78,1199.2,2008,14
"661","Belgium",9832.5,23,6972.2,2015,21
"662","Italy",50670.6,417.1,20238.5,2005,11
"663","United States",241900,1282407.00000001,145200,2002,8
"664","Malta",192.2,0.77,97.4,2002,8
"665","Sweden",126533,32,82341,1999,5
"666","Cyprus",782.2,6.08,405.9,2017,23
"667","Malta",153.1,0.77,76.5,2000,6
"668","Japan",15564957,466505.01953125,7094450,1997,3
"669","Malta",380.2,1.29,241.7,2021,27
"670","France",71652.5,422.5,41554.8,1998,4
"671","Belgium",7459.5,17.2,4636.4,2002,8
"672","Japan",15999650,454818.09375,7233503,1995,1
"673","Spain",42840,439.4,16733,2002,8
"674","Denmark",60446.6,38.85,36614.3,1999,5
"675","Sweden",164785,42,108676,2016,22
"676","Italy",51033.3,433.3,20747.2,2006,12
"677","Netherlands",32762,99,20484,2013,19
"678","Spain",39536,424.2,15289,2000,6
"679","Japan",12722891,633108.1328125,7272153,2014,20
"680","Denmark",81598.1,42.64,59229,2018,24
"681","Croatia",3548.2,33.56,1910.6,2011,17
"682","Lithuania",2833.6,49.54,1761.1,2008,14
"683","Slovenia",1595.1,6.45,931.3,2008,14
"684","Poland",79573,198.6,50096,2005,11
"685","Slovakia",2309.5,102.28,1598,2002,8
"686","Germany",59893,359,34749,2020,26
"687","Poland",70009,206,47129,2003,9
"688","Belgium",10206.9,23.2,7246.9,2017,23
"689","Portugal",6751.1,103.5,2830.8,1997,3
"690","Hungary",1986085,178.61,1210893,2001,7
"691","Cyprus",740.7,5.8,334.8,2005,11
"692","Japan",12889680,653202.8515625,7033064,2015,21
"693","Ireland",7754.8,25.45,4699.1,1995,1
"694","Luxembourg",458.3,1.54,323.8,2019,25
"695","Slovakia",3881.8,56.29,2352.9,2019,25
"696","Belgium",10125.8,21.5,7449.6,2013,19
"697","Hungary",3664212,128.94,2023028,2020,26
"698","Greece",13043.9,141.8,6388.1,2017,23
"699","Germany",61785,347,34459,2014,20
"700","Ireland",7975,27.24,5533.2,2014,20
"701","Belgium",9307.8,20.7,6871.4,2011,17
"702","Greece",12800.9,147.9,6099.4,2015,21
"703","Portugal",6832.9,101.1,2889.1,1998,4
"704","Ireland",7408,25.06,5666,2012,18
"705","Finland",7971,28.9,3875,2009,15
"706","Latvia",1613.6,33.61,1006.2,2009,15
"707","Belgium",9751.2,23,7048.4,2016,22
"708","United States",269300,1233610.00000001,154000,2003,9
"709","Malta",193.4,0.84,102,2003,9
"710","Sweden",126162,34,83170,2000,6
"711","Cyprus",790.6,6.27,415.9,2018,24
"712","Malta",185.1,0.83,92.3,2001,7
"713","Japan",15643060,480876.31640625,6884240,1998,4
"714","Netherlands",20986,98,10726,1995,1
"715","France",69878.1,422.6,40346.7,1999,5
"716","Belgium",7593,17.8,4698.2,2003,9
"717","Japan",15848092,466054.2578125,6817225,1996,2
"718","Spain",45563,456.4,18105,2003,9
"719","Denmark",67098.3,39.13,38596,2000,6
"720","Sweden",170844,41,110567,2017,23
"721","Estonia",560.6,39.54,373.7,1997,3
"722","Netherlands",31889,98,19667,2014,20
"723","Spain",41852,440.1,16097,2001,7
"724","Denmark",86158.2,41.91,57564.8,2019,25
"725","Croatia",3397.4,32.95,1926.5,2012,18
"726","Lithuania",2113.6,45.91,1431.4,2009,15
"727","Slovenia",1455.2,6.23,824.1,2009,15
"728","Poland",82718,192.8,53244,2006,12
"729","Slovakia",2184.3,91.44,1495.9,2003,9
"730","Germany",64507,358,37221,2021,27
"731","Poland",83047,203.5,51800,2004,10
"732","Belgium",10208.4,24.4,7434.1,2018,24
"733","Sweden",179689,40,118384,2018,24
"734","Hungary",1981114,169.45,1218978,2002,8
"735","Cyprus",718.8,5.28,354.6,2006,12
"736","Japan",13495064,680818.796875,7059870,2016,22
"737","Denmark",89215.1,42.66,58096.5,2020,26
"738","Ireland",7193.9,25.51,4372.9,1996,2
"739","Luxembourg",449.2,1.58,320.7,2020,26
"740","Slovakia",3981.5,54.93,2350.5,2020,26
"741","Belgium",9697.6,21.9,7127.1,2014,20
"742","Hungary",4272615,122.69,2351573,2021,27
"743","Greece",12853.1,147.4,6485,2018,24
"744","Germany",56389,354,34517,2015,21
"745","Czechia",170171,213.43,94575,1998,4
"746","Denmark",64735.7,42.73,35419.6,1995,1
"747","Belgium",10904.9,25.6,7697.7,2019,25
"748","Czechia",161208,232.28,89996,1996,2
"749","Hungary",1914649,161.21,1168207,2003,9
"750","Latvia",1957.2,28.15,1227.9,2010,16
"751","Japan",13677026,706566.7421875,7109976,2017,23
"752","United States",308600,1217556.00000001,164000,2004,10
"753","Belgium",8480.9,18.1,5975.3,2008,14
"754","Slovakia",4533.5,52.67,2673.1,2021,27
"755","Slovenia",1652.4,5.28,901.7,2011,17
"756","Estonia",414.4,50.77,296.2,1995,1
"757","Cyprus",813.9,6.8,404.8,2019,25
"758","Belgium",7831.6,17,4881.6,2006,12
"759","Czechia",166613,191.38,94137,1999,5
"760","Spain",42408,449.6,18281,2006,12
"761","France",70924.6,401.9,41682.7,2000,6
"762","Belgium",7822.8,17.4,4786.6,2004,10
"763","Czechia",162272,215.09,93548,1997,3
"764","Spain",45591,454.2,18776,2004,10
"765","Denmark",70120.5,38.88,38423.4,2001,7
"766","Estonia",642.5,36.29,384.8,1998,4
"767","Belgium",7955.2,19.7,5719.5,2009,15
"768","Estonia",485.1,42.62,333.2,1996,2
"769","Belgium",8255.5,17.6,5205.8,2007,13
"770","Slovenia",1484.9,6.12,829,2010,16
"771","Cyprus",821.6,6.4,395.6,2011,17
"772","Belgium",12509.9,27.9,9251,2021,27
"773","Belgium",7395.1,17.4,4788.8,2005,11
"774","Cyprus",756.8,6.33,385.4,2009,15
"775","Denmark",65404.6,38.76,40635.3,2002,8
"776","Sweden",186711,41,121732,2019,25
"777","Cyprus",732.3,6.42,377.9,2007,13
"778","Belgium",11159.9,26.8,8030.7,2020,26
"779","Denmark",88152.9,40.07,62747.3,2021,27
"780","Greece",13847,114.8,7328.3,2021,27
"781","Bulgaria",7819.8,137.41,3922.5,1997,3
"782","Estonia",855.8,21.72,501.9,2004,10
"783","Greece",13310.9,150.3,6530.4,2019,25
"784","Germany",56248,354,32906,2016,22
"785","Denmark",65775.3,41.26,35706.6,1996,2
"786","Greece",13162.5,139.1,6588.6,2020,26
"787","Hungary",2118120,143.38,1199321,2004,10
"788","Latvia",2166,30.56,1443.8,2011,17
"789","Cyprus",780.3,6.01,382.4,2008,14
"790","Estonia",687.1,25.41,442.9,2001,7
"791","United States",300200,1182498.00000001,170000,2005,11
"792","Spain",31880,348,14047,1995,1
"793","United Kingdom",20493,228.053,10120,1995,1
"794","Estonia",915.5,21.05,542.6,2005,11
"795","Estonia",544.1,31.65,347.9,1999,5
"796","Cyprus",813.2,7.02,404.8,2020,26
"797","Cyprus",802,6.46,401.6,2010,16
"798","Czechia",176122,185.53,98606,2000,6
"799","Spain",47617,460.2,20736,2007,13
"800","France",72009,387.1,41373,2001,7
"801","Spain",43002,455.3,17401,2005,11
"802","Bulgaria",235.8,172.13,118.2,1995,1
"803","Bulgaria",420.4,148.12,210.6,1996,2
"804","Estonia",742.9,24.56,464.9,2002,8
"805","Estonia",636.9,27.49,397.1,2000,6
"806","Cyprus",845.4,7.03,459.5,2021,27
"807","Germany",61774,353,33109,2017,23
"808","Czechia",145091,233.98,80703,1995,1
"809","Cyprus",767.7,5.98,377.5,2012,18
"810","Estonia",781.4,23.4,478.8,2003,9
"811","Austria",2660.3,5.92,1140.9,2012,18
"812","Austria",1312.9,5.44,693.3,2003,9
"813","Austria",2056.2,6.11,982.7,2009,15
"814","Austria",2009.9,5.6,1012.5,2021,27
"815","Belgium",794.3,3.7,444.9,2000,6
"816","Belgium",719.5,3.2,404.9,2002,8
"817","Austria",1009.5,6.34,510.8,1997,3
"818","Belgium",752.4,3.4,449.6,2001,7
"819","Austria",1341.6,5.53,714.1,2002,8
"820","Austria",2403.7,6.02,1335.5,2016,22
"821","United Kingdom",41461,64.513,21839,2014,20
"822","Czechia",64099,27.34,34000,2019,25
"823","Belgium",755.8,3.2,433,2003,9
"824","Austria",2392.3,6.08,994,2014,20
"825","Denmark",65385,3.98,6874.7,2007,13
"826","Austria",1709.7,5.78,732.5,2005,11
"827","Austria",2304.8,6.27,1245.5,2019,25
"828","Austria",978,6.42,514.1,1996,2
"829","Sweden",13620,9,8975,2001,7
"830","Denmark",34130,3.77,4852.3,2003,9
"831","Austria",2230.6,5.99,1045.8,2010,16
"832","France",5410.1,19.9,3289,2002,8
"833","Belgium",700.3,4.2,369.5,1995,1
"834","Cyprus",98.4,0.44,72.7,2015,21
"835","Austria",1970.1,5.86,933.1,2006,12
"836","Austria",2599.2,5.96,1111.7,2013,19
"837","Netherlands",18990,11,6244,2015,21
"838","Denmark",16967.7,4.26,9898.2,2020,26
"839","Austria",1551.5,6.04,661.5,2004,10
"840","Bulgaria",3476.8,23.3,1494,2017,23
"841","Austria",2396.4,6.21,1052.8,2008,14
"842","Denmark",33832.6,4.65,11930,2018,24
"843","Romania",1518.2,219.5,853,1997,3
"844","Slovakia",338.8,9.51,137.1,2004,10
"845","Denmark",29541.7,4.26,12868.5,2016,22
"846","Austria",1256.1,5.85,690.1,2000,6
"847","Spain",3942,47.2,1759,1996,2
"848","Portugal",1030.3,16.2,430.1,1999,5
"849","United States",445200,619700,172000,2006,12
"850","Austria",1020,6.17,515.9,1998,4
"851","Denmark",57155.8,3.49,4602.2,2005,11
"852","Austria",2660.7,6.1,1461,2017,23
"853","Belgium",620.5,2.4,394.2,2013,19
"854","Czechia",58378,25.3,31766,2020,26
"855","Belgium",782.5,3.2,473.8,2004,10
"856","Austria",2109.6,6.01,922.8,2015,21
"857","Denmark",74415.5,4.3,8059,2008,14
"858","United States",476300,663899.999999999,162200,2007,13
"859","Denmark",64875.3,3.62,5760,2006,12
"860","Austria",1672,6.01,913.2,2020,26
"861","Sweden",14265,9,9496,2002,8
"862","Denmark",42242.4,3.44,4628.5,2004,10
"863","Austria",2597.6,5.87,1078.1,2011,17
"864","France",5213.5,19.8,3265.1,2003,9
"865","Belgium",735.8,3.2,413.1,2005,11
"866","Belgium",687.2,4.1,374.1,1996,2
"867","Cyprus",49.8,0.42,31.4,2016,22
"868","Austria",2009.7,6.04,1008.8,2007,13
"869","Denmark",46848.1,4.12,11804.6,2014,20
"870","Netherlands",13565,10,5437,2016,22
"871","Denmark",19722.3,3.88,9323.2,2021,27
"872","Bulgaria",3353.2,22.83,1585.5,2018,24
"873","Denmark",65784.5,5.5,13034.5,2012,18
"874","Denmark",28532.3,4.54,11788,2019,25
"875","Romania",1582.6,194.9,862.3,1998,4
"876","Slovakia",397.3,8.98,159.3,2005,11
"877","Denmark",30619.5,4.34,12238.7,2017,23
"878","Belgium",789.4,4,445.2,1997,3
"879","Austria",1409.2,5.66,817.2,2001,7
"880","Spain",3781,45.1,1944,1997,3
"881","Portugal",1119.5,16.49,490.7,2000,6
"882","Denmark",30317,4.08,11713.7,2015,21
"883","Austria",1114.5,6.02,561.7,1999,5
"884","Denmark",55525,4.35,11932.5,2013,19
"885","Austria",2407.3,6.11,1237.4,2018,24
"886","Belgium",780.8,2.6,499.1,2014,20
"887","Czechia",62006,21,32562,2021,27
"888","Austria",890.5,6.5,500.1,1995,1
"889","Denmark",50394.2,4.82,9283,2009,15
"890","Romania",21872.8,79.1,16837.7,2011,17
"891","United States",614600,709899.999999998,222100,2008,14
"892","Greece",1324.2,8.9,506,2016,22
"893","Romania",16661.9,80.9,9816.7,2009,15
"894","Spain",6113,34.1,3460,2010,16
"895","Finland",1934,5.9,1160,2010,16
"896","Sweden",16125,9,10610,2003,9
"897","Germany",12930,66,7500,2011,17
"898","Spain",7521,42.2,4247,2008,14
"899","France",5481,19.8,3593.2,2004,10
"900","Estonia",91.6,10.02,45.3,1995,1
"901","Belgium",847.6,3.2,481.9,2006,12
"902","Bulgaria",1005,40.26,561.3,2000,6
"903","Cyprus",77.3,0.49,59.5,2017,23
"904","Japan",806526,42117.328125,424395,2020,26
"905","Sweden",58803,10,27808,2020,26
"906","Bulgaria",1096.9,47.17,582.5,1998,4
"907","Netherlands",11904,9,4194,2017,23
"908","Slovenia",278.2,2.57,150.4,2014,20
"909","Japan",831053,42167.62890625,447238,2018,24
"910","Bulgaria",2708.8,22.1,1273.9,2019,25
"911","Slovenia",284.9,2.79,142.1,2012,18
"912","Romania",2661,179.3,1532.7,1999,5
"913","Slovakia",301.7,7.91,154,2006,12
"914","Lithuania",166.3,3.11,73.6,2010,16
"915","Belgium",749.3,3.9,411.4,1998,4
"916","Estonia",289.1,5.87,143.7,2008,14
"917","Spain",3694,41.9,1976,1998,4
"918","Portugal",1193.5,16.88,543.8,2001,7
"919","Cyprus",80.3,0.64,32.6,2009,15
"920","Estonia",215.9,5.6,100.9,2006,12
"921","Czechia",64502,46.3,36994,2003,9
"922","Romania",10472.3,76.2,5446.3,2016,22
"923","United Kingdom",29917,62.332,9799,1996,2
"924","Czechia",64493,54.78,34283,2001,7
"925","Greece",909.7,14,428.7,1998,4
"926","Belgium",647.7,2.3,424.5,2015,21
"927","Germany",21643,178,12146,1995,1
"928","Portugal",1344.7,10.17,751.6,2018,24
"929","United Kingdom",33843,66.521,20851,2015,21
"930","Denmark",55645.8,4.53,9717.5,2010,16
"931","Romania",19159.8,79.3,9232.9,2012,18
"932","United States",404900,643299.999999999,129500,2009,15
"933","Greece",1331.5,9.6,509.7,2017,23
"934","Romania",17263.6,80.8,9223.5,2010,16
"935","Spain",5756,29.7,3154,2011,17
"936","Finland",2133,6.5,1361,2011,17
"937","Sweden",18753,9,11370,2004,10
"938","Germany",12669,65,6854,2012,18
"939","Spain",6116,35.7,3518,2009,15
"940","France",5874.7,19.8,3822.6,2005,11
"941","Estonia",117.9,8.78,58.9,1996,2
"942","Belgium",907,3.1,576.2,2007,13
"943","Bulgaria",1037.4,36.08,582.3,2001,7
"944","Cyprus",78.7,0.5,54.5,2018,24
"945","Japan",786328,42691.8515625,418810,2021,27
"946","Sweden",83480,10,30452,2021,27
"947","Bulgaria",1017.2,41.1,540,1999,5
"948","Netherlands",11530,8,4011,2018,24
"949","Slovenia",283,2.48,158.7,2015,21
"950","Japan",808403,42020.90625,425719,2019,25
"951","Bulgaria",3131.1,21.83,1383.3,2020,26
"952","Slovenia",273.9,2.66,147.9,2013,19
"953","Romania",3731.6,149.9,2073,2000,6
"954","Slovakia",319.4,7.83,122.3,2007,13
"955","Lithuania",211.6,2.73,91.6,2011,17
"956","Belgium",779.5,3.8,444.8,1999,5
"957","Estonia",274.6,6.29,122.7,2009,15
"958","Spain",3787,41.8,2072,1999,5
"959","Portugal",1118,16.92,538.5,2002,8
"960","Cyprus",86,0.57,38,2010,16
"961","Estonia",270.4,5.43,117.5,2007,13
"962","Czechia",68442,45.22,36223,2004,10
"963","Romania",10991.8,70.6,5380.1,2017,23
"964","United Kingdom",27040,63.202,9890,1997,3
"965","Czechia",65395,50.59,35934,2002,8
"966","Greece",864.5,12.5,384.8,1999,5
"967","Belgium",656,2.3,416.5,2016,22
"968","Germany",16301,163,10705,1996,2
"969","Portugal",1308.2,9.75,746.7,2019,25
"970","United Kingdom",29983,56.929,17781,2016,22
"971","Denmark",63863.6,4.91,11349.8,2011,17
"972","Romania",14524,79.5,7680,2013,19
"973","United States",500100,654799.999999999,193700,2010,16
"974","Greece",1407.9,9.6,531.7,2018,24
"975","Germany",11750,57,7095,2015,21
"976","Spain",5176,25,2870,2012,18
"977","Finland",2123,6.8,1352,2012,18
"978","Sweden",24075,9,12773,2005,11
"979","Germany",11913,61,6754,2013,19
"980","Belgium",670.6,2.6,421.3,2010,16
"981","France",6721.8,19.9,4511.8,2006,12
"982","Estonia",128.8,7.97,64.5,1997,3
"983","Belgium",1006.9,3,665.6,2008,14
"984","Slovenia",166.3,7.22,65.4,1997,3
"985","Bulgaria",1017,34.08,595.7,2002,8
"986","Cyprus",68.4,0.5,41.4,2019,25
"987","Lithuania",46.6,3.29,21.4,1995,1
"988","Slovenia",147.8,9.03,60.1,1995,1
"989","Netherlands",9583,8,3656,2019,25
"990","Slovenia",280.7,2.45,150.6,2016,22
"991","Bulgaria",3751,20.32,1858.9,2021,27
"992","Lithuania",237.1,3.93,108.5,2014,20
"993","Romania",4996.8,140.1,2840.6,2001,7
"994","Slovakia",381.5,7.69,172,2008,14
"995","Lithuania",211.5,2.41,92.4,2012,18
"996","Estonia",328.6,6.26,149.2,2010,16
"997","Spain",4049,40,2277,2000,6
"998","Portugal",1049.2,16.24,513.3,2003,9
"999","Cyprus",80.7,0.56,44.3,2011,17
"1000","United Kingdom",32243,69.383,11050,2000,6
"1001","Czechia",72425,44.31,35676,2005,11
"1002","Romania",13992.9,71.9,6971.3,2018,24
"1003","United Kingdom",23543,70.051,10181,1998,4
"1004","Romania",459.6,229.6,260.4,1995,1
"1005","United Kingdom",40461,54.2,19421,2019,25
"1006","Greece",1099,13.5,488.5,2000,6
"1007","Belgium",696.4,2.4,449.8,2017,23
"1008","Germany",15072,143,9939,1997,3
"1009","Portugal",1220.4,9.76,695.6,2020,26
"1010","United Kingdom",34360,51.58,17882,2017,23
"1011","Romania",13614.7,74.5,8193.6,2014,20
"1012","United States",601800,739200,244000,2011,17
"1013","Greece",1238.2,8.6,470.1,2019,25
"1014","Germany",10698,53,6597,2016,22
"1015","Spain",4179,22,2334,2013,19
"1016","Finland",1845,6.6,1289,2013,19
"1017","Sweden",28899,9,13228,2006,12
"1018","Germany",11999,59,7052,2014,20
"1019","Belgium",707,2.6,434.5,2011,17
"1020","France",7000.7,19.6,4541.5,2007,13
"1021","Estonia",119.9,7.45,59.5,1998,4
"1022","Belgium",623.8,2.7,369,2009,15
"1023","Slovenia",178.8,7,71.1,1998,4
"1024","Bulgaria",1118.3,32.48,642.4,2003,9
"1025","Cyprus",66.1,0.51,40.7,2020,26
"1026","Lithuania",77.8,3.29,33.6,1996,2
"1027","Slovenia",151.8,7.41,62.3,1996,2
"1028","Netherlands",6946,8,3781,2020,26
"1029","Slovenia",307.2,2.41,169.1,2017,23
"1030","Cyprus",33.8,0.6,14.8,1995,1
"1031","Lithuania",191.6,2.22,92.3,2015,21
"1032","Romania",6820.4,151.5,4057.4,2002,8
"1033","Slovakia",357,7.08,149.6,2009,15
"1034","Lithuania",233.8,3.55,106.3,2013,19
"1035","Estonia",384,5.79,180,2011,17
"1036","Spain",4979,42.1,2747,2001,7
"1037","Portugal",1163.8,15.64,555,2004,10
"1038","Cyprus",53.6,0.51,35.4,2012,18
"1039","United Kingdom",32416,68.429,11770,2001,7
"1040","Czechia",81185,44.88,39526,2006,12
"1041","Romania",17748.1,62,8197.8,2019,25
"1042","United Kingdom",24874,71.407,10309,1999,5
"1043","Romania",664,228.3,390.4,1996,2
"1044","United Kingdom",31227,55.482,16698,2020,26
